mean,std,no_lost_events,output,overflow,num_subbuf,subbuf_size,no_thread,sample_size
1503.1,320.52,3360,splice,discard,4,256,1,8388608
1553.9,446.86,14540,splice,discard,4,256,2,8388608
1599.6,555.82,6022,splice,discard,4,256,4,8388608
1692.2,705.47,2756771,splice,discard,4,256,8,8388608
1915.4,862.5,5071051,splice,discard,4,256,16,8388608
2180.2,1465.3,7979056,splice,discard,4,256,32,8388608
2698.8,4022.8,10183085,splice,discard,4,256,64,8388608
